	平均点,	　数学　,	　理科　,	　社会　,	　国語　,	　英語　
		50.973 ,	50.831 ,	50.897 ,	51.035 ,	50.155

	順位,	番号,	数学,	理科,	社会,	国語,	英語,	総合
	2154 ,	8358 ,	71 ,	70 ,	86 ,	51 ,	56 ,	334
	2154 ,	14725 ,	14 ,	92 ,	88 ,	78 ,	62 ,	334
	2154 ,	18065 ,	87 ,	67 ,	46 ,	48 ,	86 ,	334
	2154 ,	8201 ,	71 ,	29 ,	95 ,	87 ,	52 ,	334
	2154 ,	19279 ,	51 ,	94 ,	80 ,	87 ,	22 ,	334
	2154 ,	19256 ,	95 ,	89 ,	44 ,	100 ,	6 ,	334
	2225 ,	2999 ,	55 ,	36 ,	59 ,	99 ,	84 ,	333
	2225 ,	18778 ,	90 ,	84 ,	95 ,	34 ,	30 ,	333
	2225 ,	9838 ,	62 ,	57 ,	87 ,	56 ,	71 ,	333
	2225 ,	19525 ,	93 ,	71 ,	31 ,	86 ,	52 ,	333
	2225 ,	16901 ,	100 ,	81 ,	60 ,	8 ,	84 ,	333
	2225 ,	9734 ,	33 ,	78 ,	48 ,	85 ,	89 ,	333
	2225 ,	7183 ,	90 ,	56 ,	77 ,	14 ,	96 ,	333
	2225 ,	19892 ,	65 ,	19 ,	75 ,	74 ,	100 ,	333
	2225 ,	5645 ,	97 ,	95 ,	34 ,	33 ,	74 ,	333
	2225 ,	3670 ,	63 ,	82 ,	81 ,	32 ,	75 ,	333
	2225 ,	7307 ,	99 ,	73 ,	73 ,	0 ,	88 ,	333
	2225 ,	19674 ,	51 ,	99 ,	18 ,	95 ,	70 ,	333
	2225 ,	17142 ,	29 ,	55 ,	87 ,	68 ,	94 ,	333
	2225 ,	2963 ,	49 ,	93 ,	82 ,	28 ,	81 ,	333
	2225 ,	3054 ,	44 ,	63 ,	71 ,	61 ,	94 ,	333
	2225 ,	7027 ,	72 ,	68 ,	51 ,	57 ,	85 ,	333
	2225 ,	15424 ,	99 ,	91 ,	37 ,	11 ,	95 ,	333
	2225 ,	1156 ,	65 ,	6 ,	95 ,	85 ,	82 ,	333
	2225 ,	16349 ,	89 ,	74 ,	76 ,	74 ,	20 ,	333
	2225 ,	14033 ,	90 ,	62 ,	66 ,	59 ,	56 ,	333
	2225 ,	11440 ,	28 ,	91 ,	98 ,	95 ,	21 ,	333
	2225 ,	5417 ,	74 ,	53 ,	31 ,	78 ,	97 ,	333
	2225 ,	558 ,	83 ,	91 ,	33 ,	95 ,	31 ,	333
	2225 ,	5409 ,	87 ,	38 ,	84 ,	88 ,	36 ,	333
	2225 ,	10562 ,	69 ,	89 ,	47 ,	64 ,	64 ,	333
	2225 ,	13295 ,	77 ,	43 ,	86 ,	88 ,	39 ,	333
	2225 ,	17735 ,	54 ,	90 ,	74 ,	79 ,	36 ,	333
	2225 ,	17691 ,	47 ,	36 ,	98 ,	72 ,	80 ,	333
	2225 ,	4561 ,	51 ,	42 ,	92 ,	89 ,	59 ,	333
	2225 ,	10904 ,	19 ,	63 ,	88 ,	72 ,	91 ,	333
	2225 ,	10409 ,	75 ,	19 ,	97 ,	57 ,	85 ,	333
	2225 ,	8620 ,	4 ,	74 ,	91 ,	84 ,	80 ,	333
	2225 ,	17893 ,	99 ,	92 ,	39 ,	68 ,	35 ,	333
	2225 ,	7403 ,	31 ,	77 ,	71 ,	60 ,	94 ,	333
	2225 ,	3689 ,	40 ,	29 ,	94 ,	97 ,	73 ,	333
	2225 ,	18450 ,	48 ,	86 ,	50 ,	53 ,	96 ,	333
	2225 ,	17549 ,	93 ,	51 ,	93 ,	29 ,	67 ,	333
	2225 ,	14762 ,	83 ,	85 ,	62 ,	3 ,	100 ,	333
	2225 ,	9969 ,	71 ,	70 ,	65 ,	55 ,	72 ,	333
	2225 ,	7886 ,	19 ,	96 ,	99 ,	29 ,	90 ,	333
	2225 ,	12288 ,	69 ,	92 ,	74 ,	0 ,	98 ,	333
	2225 ,	6186 ,	27 ,	61 ,	51 ,	99 ,	95 ,	333
	2225 ,	16540 ,	46 ,	68 ,	94 ,	46 ,	79 ,	333
	2225 ,	18703 ,	27 ,	100 ,	22 ,	94 ,	90 ,	333
	2225 ,	3749 ,	81 ,	61 ,	37 ,	77 ,	77 ,	333
	2225 ,	11118 ,	73 ,	30 ,	57 ,	80 ,	93 ,	333
	2225 ,	19907 ,	90 ,	74 ,	88 ,	27 ,	54 ,	333
	2272 ,	1206 ,	90 ,	21 ,	61 ,	72 ,	88 ,	332
	2272 ,	1233 ,	97 ,	85 ,	70 ,	74 ,	6 ,	332
	2272 ,	9868 ,	65 ,	45 ,	85 ,	78 ,	59 ,	332
	2272 ,	16793 ,	93 ,	3 ,	90 ,	62 ,	84 ,	332
	2272 ,	6215 ,	86 ,	93 ,	44 ,	65 ,	44 ,	332
	2272 ,	8615 ,	71 ,	89 ,	25 ,	92 ,	55 ,	332
	2272 ,	12240 ,	82 ,	65 ,	4 ,	98 ,	83 ,	332
	2272 ,	1635 ,	92 ,	79 ,	36 ,	78 ,	47 ,	332
	2272 ,	16544 ,	99 ,	82 ,	38 ,	23 ,	90 ,	332
	2272 ,	5852 ,	87 ,	91 ,	51 ,	50 ,	53 ,	332
	2272 ,	13794 ,	49 ,	42 ,	94 ,	61 ,	86 ,	332
	2272 ,	5796 ,	54 ,	73 ,	46 ,	76 ,	83 ,	332
	2272 ,	9935 ,	82 ,	8 ,	90 ,	99 ,	53 ,	332
	2272 ,	11473 ,	70 ,	46 ,	56 ,	89 ,	71 ,	332
	2272 ,	19794 ,	81 ,	23 ,	69 ,	66 ,	93 ,	332
	2272 ,	13657 ,	75 ,	92 ,	93 ,	42 ,	30 ,	332
	2272 ,	13609 ,	92 ,	49 ,	49 ,	51 ,	91 ,	332
	2272 ,	7023 ,	73 ,	66 ,	90 ,	98 ,	5 ,	332
	2272 ,	4979 ,	68 ,	96 ,	48 ,	59 ,	61 ,	332
	2272 ,	9284 ,	70 ,	39 ,	59 ,	97 ,	67 ,	332
	2272 ,	18772 ,	72 ,	75 ,	95 ,	35 ,	55 ,	332
	2272 ,	15014 ,	59 ,	80 ,	95 ,	75 ,	23 ,	332
	2272 ,	5929 ,	75 ,	85 ,	78 ,	0 ,	94 ,	332
	2272 ,	5571 ,	16 ,	94 ,	72 ,	67 ,	83 ,	332
	2272 ,	7718 ,	83 ,	40 ,	86 ,	62 ,	61 ,	332
	2272 ,	10973 ,	83 ,	53 ,	67 ,	37 ,	92 ,	332
	2272 ,	1944 ,	51 ,	53 ,	75 ,	76 ,	77 ,	332
	2272 ,	17587 ,	57 ,	77 ,	97 ,	25 ,	76 ,	332
	2272 ,	18993 ,	82 ,	89 ,	83 ,	6 ,	72 ,	332
	2272 ,	18264 ,	90 ,	0 ,	97 ,	91 ,	54 ,	332
	2272 ,	15536 ,	86 ,	62 ,	100 ,	77 ,	7 ,	332
	2272 ,	14512 ,	99 ,	48 ,	57 ,	90 ,	38 ,	332
	2272 ,	6148 ,	50 ,	89 ,	87 ,	67 ,	39 ,	332
	2272 ,	7167 ,	98 ,	42 ,	73 ,	51 ,	68 ,	332
	2272 ,	16405 ,	46 ,	72 ,	50 ,	69 ,	95 ,	332
	2272 ,	3161 ,	82 ,	87 ,	100 ,	57 ,	6 ,	332
	2272 ,	19736 ,	53 ,	100 ,	83 ,	63 ,	33 ,	332
	2272 ,	8456 ,	82 ,	91 ,	75 ,	54 ,	30 ,	332
	2272 ,	7196 ,	38 ,	85 ,	70 ,	42 ,	97 ,	332
	2272 ,	18653 ,	90 ,	47 ,	48 ,	71 ,	76 ,	332
	2272 ,	11921 ,	83 ,	8 ,	91 ,	51 ,	99 ,	332
	2272 ,	18281 ,	50 ,	90 ,	99 ,	87 ,	6 ,	332
	2272 ,	313 ,	29 ,	98 ,	59 ,	98 ,	48 ,	332
	2272 ,	9733 ,	91 ,	92 ,	54 ,	13 ,	82 ,	332
	2272 ,	17427 ,	67 ,	71 ,	68 ,	33 ,	93 ,	332
	2272 ,	1106 ,	80 ,	42 ,	73 ,	52 ,	85 ,	332
	2272 ,	3021 ,	64 ,	96 ,	72 ,	33 ,	67 ,	332
	2272 ,	12561 ,	60 ,	41 ,	47 ,	85 ,	99 ,	332
	2272 ,	602 ,	97 ,	42 ,	85 ,	65 ,	43 ,	332
	2272 ,	8418 ,	95 ,	61 ,	100 ,	7 ,	69 ,	332
	2272 ,	8657 ,	56 ,	81 ,	64 ,	31 ,	100 ,	332
	2272 ,	416 ,	43 ,	82 ,	97 ,	89 ,	21 ,	332
	2272 ,	14715 ,	62 ,	95 ,	83 ,	40 ,	52 ,	332
	2325 ,	14373 ,	59 ,	62 ,	83 ,	92 ,	35 ,	331
	2325 ,	2778 ,	90 ,	61 ,	28 ,	63 ,	89 ,	331
	2325 ,	17175 ,	59 ,	58 ,	90 ,	24 ,	100 ,	331
	2325 ,	17616 ,	99 ,	58 ,	69 ,	54 ,	51 ,	331
	2325 ,	12501 ,	79 ,	93 ,	48 ,	14 ,	97 ,	331
	2325 ,	15043 ,	60 ,	80 ,	71 ,	42 ,	78 ,	331
	2325 ,	3605 ,	52 ,	53 ,	89 ,	71 ,	66 ,	331
	2325 ,	18884 ,	12 ,	94 ,	71 ,	68 ,	86 ,	331
	2325 ,	1737 ,	71 ,	24 ,	80 ,	56 ,	100 ,	331
	2325 ,	19357 ,	83 ,	82 ,	23 ,	54 ,	89 ,	331
	2325 ,	12849 ,	34 ,	81 ,	84 ,	54 ,	78 ,	331
	2325 ,	7188 ,	90 ,	90 ,	56 ,	92 ,	3 ,	331
	2325 ,	13473 ,	68 ,	71 ,	96 ,	0 ,	96 ,	331
	2325 ,	2826 ,	88 ,	28 ,	51 ,	66 ,	98 ,	331
	2325 ,	2402 ,	46 ,	48 ,	65 ,	81 ,	91 ,	331
	2325 ,	10710 ,	85 ,	50 ,	60 ,	90 ,	46 ,	331
	2325 ,	4806 ,	51 ,	51 ,	69 ,	89 ,	71 ,	331
	2325 ,	9621 ,	40 ,	49 ,	92 ,	88 ,	62 ,	331
	2325 ,	529 ,	19 ,	81 ,	86 ,	54 ,	91 ,	331
	2325 ,	9037 ,	52 ,	70 ,	42 ,	80 ,	87 ,	331
	2325 ,	8773 ,	90 ,	87 ,	4 ,	93 ,	57 ,	331
	2325 ,	354 ,	40 ,	55 ,	61 ,	90 ,	85 ,	331
	2325 ,	487 ,	38 ,	100 ,	93 ,	46 ,	54 ,	331
	2325 ,	4385 ,	79 ,	55 ,	78 ,	75 ,	44 ,	331
	2325 ,	18705 ,	40 ,	30 ,	87 ,	100 ,	74 ,	331
	2325 ,	6464 ,	80 ,	67 ,	89 ,	28 ,	67 ,	331
	2325 ,	6670 ,	68 ,	93 ,	32 ,	43 ,	95 ,	331
	2325 ,	15402 ,	92 ,	51 ,	95 ,	55 ,	38 ,	331
	2325 ,	14949 ,	49 ,	88 ,	66 ,	49 ,	79 ,	331
	2325 ,	4925 ,	37 ,	85 ,	97 ,	46 ,	66 ,	331
	2325 ,	8003 ,	50 ,	91 ,	61 ,	57 ,	72 ,	331
	2325 ,	14982 ,	57 ,	82 ,	73 ,	41 ,	78 ,	331
	2325 ,	13077 ,	99 ,	36 ,	77 ,	86 ,	33 ,	331
	2325 ,	14178 ,	18 ,	41 ,	98 ,	97 ,	77 ,	331
	2325 ,	14157 ,	76 ,	80 ,	84 ,	38 ,	53 ,	331
	2325 ,	11968 ,	95 ,	87 ,	40 ,	46 ,	63 ,	331
	2325 ,	16182 ,	73 ,	96 ,	76 ,	32 ,	54 ,	331
	2325 ,	2043 ,	51 ,	83 ,	42 ,	80 ,	75 ,	331
	2325 ,	17932 ,	37 ,	89 ,	98 ,	37 ,	70 ,	331
	2325 ,	4732 ,	70 ,	51 ,	56 ,	60 ,	94 ,	331
	2325 ,	5418 ,	51 ,	59 ,	26 ,	96 ,	99 ,	331
	2325 ,	15595 ,	50 ,	60 ,	93 ,	48 ,	80 ,	331
	2325 ,	19732 ,	57 ,	94 ,	69 ,	19 ,	92 ,	331
	2325 ,	2113 ,	33 ,	88 ,	63 ,	93 ,	54 ,	331
	2325 ,	15122 ,	68 ,	93 ,	79 ,	74 ,	17 ,	331
	2325 ,	16178 ,	60 ,	100 ,	47 ,	74 ,	50 ,	331
	2325 ,	2090 ,	52 ,	53 ,	92 ,	69 ,	65 ,	331
	2325 ,	12295 ,	81 ,	14 ,	68 ,	95 ,	73 ,	331
	2325 ,	2915 ,	83 ,	51 ,	36 ,	72 ,	89 ,	331
	2325 ,	2395 ,	48 ,	80 ,	63 ,	64 ,	76 ,	331
	2325 ,	5279 ,	85 ,	56 ,	56 ,	39 ,	95 ,	331
	2325 ,	12985 ,	87 ,	9 ,	85 ,	55 ,	95 ,	331
	2325 ,	14404 ,	18 ,	86 ,	72 ,	94 ,	61 ,	331
	2325 ,	3242 ,	70 ,	76 ,	98 ,	42 ,	45 ,	331
	2325 ,	1160 ,	74 ,	29 ,	90 ,	62 ,	76 ,	331
	2325 ,	4470 ,	89 ,	19 ,	52 ,	90 ,	81 ,	331
	2325 ,	3769 ,	68 ,	79 ,	23 ,	71 ,	90 ,	331
	2325 ,	19166 ,	17 ,	92 ,	51 ,	79 ,	92 ,	331
	2325 ,	6271 ,	78 ,	49 ,	91 ,	62 ,	51 ,	331
	2325 ,	17360 ,	55 ,	66 ,	25 ,	89 ,	96 ,	331
	2325 ,	2021 ,	71 ,	40 ,	51 ,	93 ,	76 ,	331
	2325 ,	8844 ,	95 ,	68 ,	86 ,	77 ,	5 ,	331
	2325 ,	1450 ,	90 ,	54 ,	13 ,	81 ,	93 ,	331
	2325 ,	12960 ,	100 ,	49 ,	40 ,	43 ,	99 ,	331
	2325 ,	16342 ,	96 ,	88 ,	66 ,	70 ,	11 ,	331
	2325 ,	9055 ,	5 ,	88 ,	91 ,	93 ,	54 ,	331
	2325 ,	17352 ,	89 ,	77 ,	11 ,	90 ,	64 ,	331
	2392 ,	1240 ,	98 ,	61 ,	85 ,	19 ,	67 ,	330
	2392 ,	6279 ,	21 ,	90 ,	64 ,	76 ,	79 ,	330
	2392 ,	18523 ,	79 ,	96 ,	66 ,	17 ,	72 ,	330
	2392 ,	5489 ,	93 ,	96 ,	42 ,	85 ,	14 ,	330
	2392 ,	3557 ,	72 ,	97 ,	82 ,	20 ,	59 ,	330
	2392 ,	3230 ,	72 ,	98 ,	40 ,	96 ,	24 ,	330
	2392 ,	15572 ,	25 ,	51 ,	66 ,	96 ,	92 ,	330
	2392 ,	15991 ,	71 ,	32 ,	87 ,	64 ,	76 ,	330
	2392 ,	1207 ,	51 ,	89 ,	61 ,	56 ,	73 ,	330
	2392 ,	15005 ,	90 ,	76 ,	62 ,	29 ,	73 ,	330
	2392 ,	11661 ,	38 ,	43 ,	88 ,	84 ,	77 ,	330
	2392 ,	6978 ,	76 ,	87 ,	94 ,	35 ,	38 ,	330
	2392 ,	14394 ,	39 ,	70 ,	98 ,	55 ,	68 ,	330
	2392 ,	15695 ,	52 ,	90 ,	15 ,	77 ,	96 ,	330
	2392 ,	13048 ,	13 ,	81 ,	84 ,	52 ,	100 ,	330
	2392 ,	938 ,	31 ,	60 ,	91 ,	54 ,	94 ,	330
	2392 ,	1599 ,	37 ,	81 ,	99 ,	73 ,	40 ,	330
	2392 ,	9092 ,	61 ,	60 ,	91 ,	19 ,	99 ,	330
	2392 ,	1371 ,	49 ,	26 ,	84 ,	77 ,	94 ,	330
	2392 ,	18843 ,	94 ,	45 ,	76 ,	21 ,	94 ,	330
	2392 ,	11264 ,	75 ,	54 ,	91 ,	21 ,	89 ,	330
	2392 ,	3222 ,	73 ,	81 ,	19 ,	60 ,	97 ,	330
	2392 ,	11059 ,	78 ,	49 ,	68 ,	89 ,	46 ,	330
	2392 ,	6661 ,	91 ,	62 ,	97 ,	42 ,	38 ,	330
	2392 ,	18991 ,	58 ,	96 ,	23 ,	98 ,	55 ,	330
	2392 ,	14581 ,	35 ,	97 ,	75 ,	66 ,	57 ,	330
	2392 ,	13040 ,	71 ,	51 ,	74 ,	60 ,	74 ,	330
	2392 ,	9017 ,	53 ,	84 ,	34 ,	75 ,	84 ,	330
	2392 ,	12027 ,	91 ,	99 ,	30 ,	91 ,	19 ,	330
	2392 ,	17124 ,	70 ,	96 ,	82 ,	65 ,	17 ,	330
	2392 ,	4557 ,	20 ,	80 ,	99 ,	55 ,	76 ,	330
	2392 ,	8472 ,	79 ,	39 ,	64 ,	48 ,	100 ,	330
	2392 ,	522 ,	15 ,	100 ,	100 ,	46 ,	69 ,	330
	2392 ,	11556 ,	23 ,	95 ,	38 ,	80 ,	94 ,	330
	2392 ,	5035 ,	90 ,	9 ,	48 ,	88 ,	95 ,	330
	2392 ,	2524 ,	86 ,	61 ,	50 ,	61 ,	72 ,	330
	2392 ,	564 ,	80 ,	95 ,	92 ,	32 ,	31 ,	330
	2392 ,	12245 ,	91 ,	69 ,	76 ,	45 ,	49 ,	330
	2392 ,	8630 ,	83 ,	72 ,	32 ,	87 ,	56 ,	330
	2392 ,	7910 ,	99 ,	86 ,	82 ,	7 ,	56 ,	330
	2392 ,	14674 ,	68 ,	63 ,	100 ,	48 ,	51 ,	330
	2392 ,	6067 ,	90 ,	51 ,	24 ,	65 ,	100 ,	330
	2392 ,	10907 ,	65 ,	95 ,	4 ,	72 ,	94 ,	330
	2392 ,	16509 ,	48 ,	98 ,	52 ,	98 ,	34 ,	330
	2392 ,	19142 ,	44 ,	81 ,	66 ,	83 ,	56 ,	330
	2392 ,	14669 ,	60 ,	99 ,	49 ,	48 ,	74 ,	330
	2392 ,	213 ,	62 ,	11 ,	100 ,	64 ,	93 ,	330
	2392 ,	7946 ,	28 ,	55 ,	93 ,	74 ,	80 ,	330
	2392 ,	4302 ,	98 ,	39 ,	75 ,	95 ,	23 ,	330
	2392 ,	5146 ,	79 ,	79 ,	67 ,	18 ,	87 ,	330
	2392 ,	14585 ,	98 ,	86 ,	59 ,	55 ,	32 ,	330
	2392 ,	13025 ,	54 ,	97 ,	43 ,	70 ,	66 ,	330
	2392 ,	10707 ,	59 ,	72 ,	83 ,	46 ,	70 ,	330
	2392 ,	7296 ,	51 ,	89 ,	78 ,	96 ,	16 ,	330
	2392 ,	9068 ,	38 ,	66 ,	58 ,	90 ,	78 ,	330
	2392 ,	8512 ,	95 ,	46 ,	72 ,	71 ,	46 ,	330
	2392 ,	16431 ,	96 ,	33 ,	37 ,	80 ,	84 ,	330
	2392 ,	12636 ,	88 ,	38 ,	69 ,	58 ,	77 ,	330
	2392 ,	4207 ,	73 ,	98 ,	34 ,	91 ,	34 ,	330
	2392 ,	9835 ,	94 ,	78 ,	60 ,	20 ,	78 ,	330
	2392 ,	8536 ,	44 ,	95 ,	82 ,	68 ,	41 ,	330
	2392 ,	2224 ,	70 ,	56 ,	73 ,	89 ,	42 ,	330
	2454 ,	8841 ,	97 ,	47 ,	25 ,	71 ,	89 ,	329
	2454 ,	15751 ,	64 ,	63 ,	42 ,	88 ,	72 ,	329
	2454 ,	4010 ,	59 ,	55 ,	84 ,	42 ,	89 ,	329
	2454 ,	4500 ,	25 ,	92 ,	62 ,	82 ,	68 ,	329
	2454 ,	14124 ,	54 ,	64 ,	52 ,	100 ,	59 ,	329
	2454 ,	1504 ,	31 ,	98 ,	62 ,	45 ,	93 ,	329
	2454 ,	9678 ,	59 ,	46 ,	90 ,	86 ,	48 ,	329
	2454 ,	12086 ,	84 ,	47 ,	27 ,	98 ,	73 ,	329
	2454 ,	11939 ,	60 ,	20 ,	100 ,	52 ,	97 ,	329
	2454 ,	3950 ,	81 ,	51 ,	68 ,	61 ,	68 ,	329
	2454 ,	12571 ,	94 ,	74 ,	80 ,	63 ,	18 ,	329
	2454 ,	4167 ,	16 ,	99 ,	41 ,	78 ,	95 ,	329
	2454 ,	3760 ,	81 ,	53 ,	90 ,	71 ,	34 ,	329
	2454 ,	4103 ,	44 ,	91 ,	83 ,	27 ,	84 ,	329
	2454 ,	1601 ,	38 ,	96 ,	77 ,	39 ,	79 ,	329
	2454 ,	4058 ,	23 ,	74 ,	84 ,	83 ,	65 ,	329
	2454 ,	6894 ,	90 ,	99 ,	97 ,	41 ,	2 ,	329
	2454 ,	297 ,	68 ,	79 ,	56 ,	99 ,	27 ,	329
	2454 ,	2566 ,	97 ,	92 ,	77 ,	18 ,	45 ,	329
	2454 ,	4638 ,	49 ,	98 ,	8 ,	88 ,	86 ,	329
	2454 ,	13056 ,	89 ,	83 ,	82 ,	75 ,	0 ,	329
	2454 ,	19672 ,	30 ,	69 ,	66 ,	98 ,	66 ,	329
	2454 ,	1835 ,	86 ,	77 ,	59 ,	88 ,	19 ,	329
	2454 ,	4097 ,	83 ,	72 ,	83 ,	43 ,	48 ,	329
	2454 ,	6495 ,	34 ,	71 ,	87 ,	99 ,	38 ,	329
	2454 ,	8891 ,	32 ,	78 ,	99 ,	60 ,	60 ,	329
	2454 ,	9246 ,	86 ,	72 ,	42 ,	66 ,	63 ,	329
	2454 ,	19334 ,	55 ,	100 ,	66 ,	24 ,	84 ,	329
	2454 ,	19583 ,	90 ,	45 ,	81 ,	38 ,	75 ,	329
	2454 ,	19394 ,	76 ,	15 ,	62 ,	92 ,	84 ,	329
	2454 ,	1383 ,	59 ,	98 ,	34 ,	73 ,	65 ,	329
	2454 ,	5310 ,	76 ,	25 ,	98 ,	68 ,	62 ,	329
	2454 ,	14363 ,	81 ,	8 ,	85 ,	82 ,	73 ,	329
	2454 ,	2472 ,	15 ,	90 ,	83 ,	59 ,	82 ,	329
	2454 ,	10142 ,	96 ,	58 ,	51 ,	96 ,	28 ,	329
	2454 ,	9215 ,	65 ,	58 ,	48 ,	93 ,	65 ,	329
	2454 ,	3592 ,	66 ,	83 ,	42 ,	56 ,	82 ,	329
	2454 ,	2821 ,	96 ,	60 ,	32 ,	95 ,	46 ,	329
	2454 ,	15692 ,	47 ,	27 ,	97 ,	84 ,	74 ,	329
	2454 ,	9107 ,	49 ,	96 ,	78 ,	44 ,	62 ,	329
	2454 ,	6827 ,	95 ,	90 ,	25 ,	31 ,	88 ,	329
	2454 ,	13434 ,	42 ,	82 ,	49 ,	65 ,	91 ,	329
	2454 ,	19668 ,	90 ,	77 ,	87 ,	53 ,	22 ,	329
	2454 ,	19268 ,	34 ,	79 ,	94 ,	70 ,	52 ,	329
	2454 ,	10029 ,	64 ,	34 ,	83 ,	80 ,	68 ,	329
	2454 ,	7975 ,	86 ,	65 ,	56 ,	88 ,	34 ,	329
	2454 ,	2112 ,	91 ,	70 ,	41 ,	44 ,	83 ,	329
	2454 ,	7025 ,	50 ,	60 ,	40 ,	87 ,	92 ,	329
	2454 ,	15957 ,	74 ,	8 ,	55 ,	98 ,	94 ,	329
	2454 ,	3059 ,	80 ,	54 ,	21 ,	84 ,	90 ,	329
	2454 ,	633 ,	99 ,	18 ,	77 ,	56 ,	79 ,	329
	2454 ,	992 ,	91 ,	33 ,	28 ,	97 ,	80 ,	329
	2454 ,	9320 ,	92 ,	25 ,	93 ,	30 ,	89 ,	329
	2454 ,	13327 ,	60 ,	8 ,	96 ,	84 ,	81 ,	329
	2454 ,	13761 ,	54 ,	70 ,	36 ,	96 ,	73 ,	329
	2454 ,	6709 ,	76 ,	52 ,	67 ,	44 ,	90 ,	329
	2454 ,	4758 ,	48 ,	44 ,	90 ,	66 ,	81 ,	329
	2454 ,	5076 ,	97 ,	80 ,	19 ,	98 ,	35 ,	329
	2454 ,	5006 ,	70 ,	63 ,	57 ,	83 ,	56 ,	329
	2454 ,	8809 ,	84 ,	61 ,	81 ,	56 ,	47 ,	329
	2454 ,	4861 ,	90 ,	41 ,	76 ,	38 ,	84 ,	329
	2454 ,	11091 ,	76 ,	79 ,	64 ,	72 ,	38 ,	329
	2454 ,	15795 ,	95 ,	92 ,	12 ,	49 ,	81 ,	329
	2454 ,	7914 ,	40 ,	17 ,	100 ,	95 ,	77 ,	329
	2518 ,	9002 ,	61 ,	59 ,	63 ,	55 ,	90 ,	328
	2518 ,	11534 ,	24 ,	50 ,	69 ,	95 ,	90 ,	328
	2518 ,	12845 ,	78 ,	57 ,	86 ,	90 ,	17 ,	328
	2518 ,	7863 ,	96 ,	62 ,	52 ,	88 ,	30 ,	328
	2518 ,	7360 ,	93 ,	76 ,	73 ,	86 ,	0 ,	328
	2518 ,	8873 ,	68 ,	67 ,	49 ,	60 ,	84 ,	328
	2518 ,	11234 ,	63 ,	55 ,	42 ,	94 ,	74 ,	328
	2518 ,	12179 ,	94 ,	47 ,	51 ,	60 ,	76 ,	328
	2518 ,	1555 ,	26 ,	74 ,	91 ,	62 ,	75 ,	328
	2518 ,	1443 ,	12 ,	74 ,	96 ,	56 ,	90 ,	328
	2518 ,	6816 ,	90 ,	20 ,	53 ,	85 ,	80 ,	328
	2518 ,	6086 ,	86 ,	11 ,	85 ,	97 ,	49 ,	328
	2518 ,	13019 ,	29 ,	51 ,	100 ,	88 ,	60 ,	328
	2518 ,	16809 ,	99 ,	50 ,	36 ,	85 ,	58 ,	328
	2518 ,	7372 ,	77 ,	65 ,	41 ,	47 ,	98 ,	328
	2518 ,	15652 ,	57 ,	77 ,	28 ,	93 ,	73 ,	328
	2518 ,	10235 ,	81 ,	71 ,	60 ,	59 ,	57 ,	328
	2518 ,	12150 ,	13 ,	41 ,	87 ,	94 ,	93 ,	328
	2518 ,	18124 ,	100 ,	38 ,	90 ,	24 ,	76 ,	328
	2518 ,	7094 ,	90 ,	51 ,	62 ,	46 ,	79 ,	328
	2518 ,	11390 ,	98 ,	34 ,	70 ,	87 ,	39 ,	328
	2518 ,	3272 ,	98 ,	38 ,	73 ,	24 ,	95 ,	328
	2518 ,	16078 ,	41 ,	68 ,	95 ,	53 ,	71 ,	328
	2518 ,	3816 ,	51 ,	79 ,	60 ,	83 ,	55 ,	328
	2518 ,	4227 ,	66 ,	76 ,	84 ,	96 ,	6 ,	328
	2518 ,	17098 ,	65 ,	53 ,	86 ,	27 ,	97 ,	328
	2518 ,	12201 ,	72 ,	10 ,	91 ,	97 ,	58 ,	328
	2518 ,	3623 ,	56 ,	3 ,	96 ,	82 ,	91 ,	328
	2518 ,	4591 ,	46 ,	51 ,	86 ,	82 ,	63 ,	328
	2518 ,	6104 ,	93 ,	76 ,	71 ,	6 ,	82 ,	328
	2518 ,	17580 ,	80 ,	22 ,	100 ,	32 ,	94 ,	328
	2518 ,	2277 ,	96 ,	98 ,	26 ,	84 ,	24 ,	328
	2518 ,	3879 ,	54 ,	20 ,	77 ,	89 ,	88 ,	328
	2518 ,	14929 ,	29 ,	28 ,	96 ,	81 ,	94 ,	328
	2518 ,	2142 ,	14 ,	74 ,	88 ,	68 ,	84 ,	328
	2518 ,	16174 ,	66 ,	9 ,	97 ,	68 ,	88 ,	328
	2518 ,	16339 ,	99 ,	75 ,	90 ,	21 ,	43 ,	328
	2518 ,	11296 ,	37 ,	68 ,	51 ,	93 ,	79 ,	328
	2518 ,	16869 ,	90 ,	92 ,	48 ,	79 ,	19 ,	328
	2518 ,	849 ,	63 ,	52 ,	80 ,	85 ,	48 ,	328
	2518 ,	4390 ,	16 ,	76 ,	82 ,	100 ,	54 ,	328
	2518 ,	7324 ,	71 ,	98 ,	85 ,	16 ,	58 ,	328
	2518 ,	17032 ,	18 ,	88 ,	62 ,	74 ,	86 ,	328
	2518 ,	7795 ,	88 ,	87 ,	79 ,	43 ,	31 ,	328
	2518 ,	989 ,	33 ,	73 ,	53 ,	77 ,	92 ,	328
	2518 ,	8183 ,	64 ,	76 ,	48 ,	65 ,	75 ,	328
	2518 ,	19115 ,	38 ,	40 ,	95 ,	66 ,	89 ,	328
	2518 ,	2797 ,	95 ,	35 ,	55 ,	88 ,	55 ,	328
